Marca;Modelo;Tipo;Origen;Tracci—n;Precio;TamMotor;Cilindros;Caballos;Peso;Longitud
"Mazda";"Tribute DX 2.0";"SUV";"Asia";"All";21087.00;2.00;4.00;130.00;3091.00;173.00
"Mazda";"Mazda3 i 4dr";"Sedan";"Asia";"Front";15500.00;2.00;4.00;148.00;2696.00;178.00
"Mazda";"Mazda3 s 4dr";"Sedan";"Asia";"Front";17200.00;2.30;4.00;160.00;2762.00;179.00
"Mazda";"Mazda6 i 4dr";"Sedan";"Asia";"Front";19270.00;2.30;4.00;160.00;3042.00;187.00
"Mazda";"MPV ES";"Sedan";"Asia";"Front";28750.00;3.00;6.00;200.00;3812.00;188.00
"Mazda";"MX-5 Miata convertible 2dr";"Sports";"Asia";"Rear";22388.00;1.80;4.00;142.00;2387.00;156.00
"Mazda";"MX-5 Miata LS convertible 2dr";"Sports";"Asia";"Rear";25193.00;1.80;4.00;142.00;2387.00;156.00
"Mazda";"RX-8 4dr automatic";"Sports";"Asia";"Rear";25700.00;1.30;;197.00;3053.00;174.00
"Mazda";"RX-8 4dr manual";"Sports";"Asia";"Rear";27200.00;1.30;;238.00;3029.00;174.00
"Mazda";"B2300 SX Regular Cab";"Truck";"Asia";"Rear";14840.00;2.30;4.00;143.00;2960.00;188.00
"Mazda";"B4000 SE Cab Plus";"Truck";"Asia";"All";22350.00;4.00;6.00;207.00;3571.00;203.00
"Mercedes-Benz";"G500";"SUV";"Europe";"All";76870.00;5.00;8.00;292.00;5423.00;186.00
"Mercedes-Benz";"ML500";"SUV";"Europe";"All";46470.00;5.00;8.00;288.00;4874.00;183.00
"Mercedes-Benz";"C230 Sport 2dr";"Sedan";"Europe";"Rear";26060.00;1.80;4.00;189.00;3250.00;178.00
"Mercedes-Benz";"C320 Sport 2dr";"Sedan";"Europe";"Rear";28370.00;3.20;6.00;215.00;3430.00;178.00
"Mercedes-Benz";"C240 4dr";"Sedan";"Europe";"Rear";32280.00;2.60;6.00;168.00;3360.00;178.00
"Mercedes-Benz";"C240 4dr";"Sedan";"Europe";"All";33480.00;2.60;6.00;168.00;3360.00;178.00
"Mercedes-Benz";"C320 Sport 4dr";"Sedan";"Europe";"Rear";35920.00;3.20;6.00;215.00;3430.00;178.00
"Mercedes-Benz";"C320 4dr";"Sedan";"Europe";"Rear";37630.00;3.20;6.00;215.00;3450.00;178.00
"Mercedes-Benz";"C320 4dr";"Sedan";"Europe";"All";38830.00;3.20;6.00;215.00;3450.00;178.00
"Mercedes-Benz";"C32 AMG 4dr";"Sedan";"Europe";"Rear";52120.00;3.20;6.00;349.00;3540.00;178.00
"Mercedes-Benz";"CL500 2dr";"Sedan";"Europe";"Rear";94820.00;5.00;8.00;302.00;4085.00;196.00
"Mercedes-Benz";"CL600 2dr";"Sedan";"Europe";"Rear";128420.00;5.50;12.00;493.00;4473.00;196.00
"Mercedes-Benz";"CLK320 coupe 2dr (convertible)";"Sedan";"Europe";"Rear";45707.00;3.20;6.00;215.00;3770.00;183.00
"Mercedes-Benz";"CLK500 coupe 2dr (convertible)";"Sedan";"Europe";"Rear";52800.00;5.00;8.00;302.00;3585.00;183.00
"Mercedes-Benz";"E320 4dr";"Sedan";"Europe";"Rear";48170.00;3.20;6.00;221.00;3635.00;190.00
"Mercedes-Benz";"E500 4dr";"Sedan";"Europe";"Rear";57270.00;5.00;8.00;302.00;3815.00;190.00
"Mercedes-Benz";"S430 4dr";"Sedan";"Europe";"Rear";74320.00;4.30;8.00;275.00;4160.00;203.00
"Mercedes-Benz";"S500 4dr";"Sedan";"Europe";"All";86970.00;5.00;8.00;302.00;4390.00;203.00
"Mercedes-Benz";"SL500 convertible 2dr";"Sports";"Europe";"Rear";90520.00;5.00;8.00;302.00;4065.00;179.00
"Mercedes-Benz";"SL55 AMG 2dr";"Sports";"Europe";"Rear";121770.00;5.50;8.00;493.00;4235.00;179.00
"Mercedes-Benz";"SL600 convertible 2dr";"Sports";"Europe";"Rear";126670.00;5.50;12.00;493.00;4429.00;179.00
"Mercedes-Benz";"SLK230 convertible 2dr";"Sports";"Europe";"Rear";40320.00;2.30;4.00;192.00;3055.00;158.00
"Mercedes-Benz";"SLK32 AMG 2dr";"Sports";"Europe";"Rear";56170.00;3.20;6.00;349.00;3220.00;158.00
"Mercedes-Benz";"C240";"Wagon";"Europe";"Rear";33780.00;2.60;6.00;168.00;3470.00;179.00
"Mercedes-Benz";"E320";"Wagon";"Europe";"Rear";50670.00;3.20;6.00;221.00;3966.00;190.00
"Mercedes-Benz";"E500";"Wagon";"Europe";"All";60670.00;5.00;8.00;302.00;4230.00;190.00
"Mercury";"Mountaineer";"SUV";"USA";"Front";29995.00;4.00;6.00;210.00;4374.00;190.00
"Mercury";"Sable GS 4dr";"Sedan";"USA";"Front";21595.00;3.00;6.00;155.00;3308.00;200.00
"Mercury";"Grand Marquis GS 4dr";"Sedan";"USA";"Rear";24695.00;4.60;8.00;224.00;4052.00;212.00
"Mercury";"Grand Marquis LS Premium 4dr";"Sedan";"USA";"Rear";29595.00;4.60;8.00;224.00;4052.00;212.00
"Mercury";"Sable LS Premium 4dr";"Sedan";"USA";"Front";23895.00;3.00;6.00;201.00;3315.00;200.00
"Mercury";"Grand Marquis LS Ultimate 4dr";"Sedan";"USA";"Rear";30895.00;4.60;8.00;224.00;4052.00;212.00
"Mercury";"Marauder 4dr";"Sedan";"USA";"Rear";34495.00;4.60;8.00;302.00;4195.00;212.00
"Mercury";"Monterey Luxury";"Sedan";"USA";"Front";33995.00;4.20;6.00;201.00;4340.00;202.00
"Mercury";"Sable GS";"Wagon";"USA";"Front";22595.00;3.00;6.00;155.00;3488.00;198.00
"Mitsubishi";"Endeavor XLS";"SUV";"Asia";"All";30492.00;3.80;6.00;215.00;4134.00;190.00
"Mitsubishi";"Montero XLS";"SUV";"Asia";"All";33112.00;3.80;6.00;215.00;4718.00;190.00
"Mitsubishi";"Outlander LS";"SUV";"Asia";"Front";18892.00;2.40;4.00;160.00;3240.00;179.00
"Mitsubishi";"Lancer ES 4dr";"Sedan";"Asia";"Front";14622.00;2.00;4.00;120.00;2656.00;181.00
"Mitsubishi";"Lancer LS 4dr";"Sedan";"Asia";"Front";16722.00;2.00;4.00;120.00;2795.00;181.00
"Mitsubishi";"Galant ES 2.4L 4dr";"Sedan";"Asia";"Front";19312.00;2.40;4.00;160.00;3351.00;191.00
"Mitsubishi";"Lancer OZ Rally 4dr auto";"Sedan";"Asia";"Front";17232.00;2.00;4.00;120.00;2744.00;181.00
"Mitsubishi";"Diamante LS 4dr";"Sedan";"Asia";"Front";29282.00;3.50;6.00;205.00;3549.00;194.00
"Mitsubishi";"Galant GTS 4dr";"Sedan";"Asia";"Front";25700.00;3.80;6.00;230.00;3649.00;191.00
"Mitsubishi";"Eclipse GTS 2dr";"Sports";"Asia";"Front";25092.00;3.00;6.00;210.00;3241.00;177.00
"Mitsubishi";"Eclipse Spyder GT convertible 2dr";"Sports";"Asia";"Front";26992.00;3.00;6.00;210.00;3296.00;177.00
"Mitsubishi";"Lancer Evolution 4dr";"Sports";"Asia";"Front";29562.00;2.00;4.00;271.00;3263.00;179.00
"Mitsubishi";"Lancer Sportback LS";"Wagon";"Asia";"Front";17495.00;2.40;4.00;160.00;3020.00;181.00
"Nissan";"Pathfinder Armada SE";"SUV";"Asia";"Front";33840.00;5.60;8.00;305.00;5013.00;207.00
"Nissan";"Pathfinder SE";"SUV";"Asia";"Front";27339.00;3.50;6.00;240.00;3871.00;183.00
"Nissan";"Xterra XE V6";"SUV";"Asia";"Front";20939.00;3.30;6.00;180.00;3760.00;178.00
"Nissan";"Sentra 1.8 4dr";"Sedan";"Asia";"Front";12740.00;1.80;4.00;126.00;2513.00;178.00
"Nissan";"Sentra 1.8 S 4dr";"Sedan";"Asia";"Front";14740.00;1.80;4.00;126.00;2581.00;178.00
"Nissan";"Altima S 4dr";"Sedan";"Asia";"Front";19240.00;2.50;4.00;175.00;3039.00;192.00
"Nissan";"Sentra SE-R 4dr";"Sedan";"Asia";"Front";17640.00;2.50;4.00;165.00;2761.00;178.00
"Nissan";"Altima SE 4dr";"Sedan";"Asia";"Front";23290.00;3.50;6.00;245.00;3197.00;192.00
"Nissan";"Maxima SE 4dr";"Sedan";"Asia";"Front";27490.00;3.50;6.00;265.00;3473.00;194.00
"Nissan";"Maxima SL 4dr";"Sedan";"Asia";"Front";29440.00;3.50;6.00;265.00;3476.00;194.00
"Nissan";"Quest S";"Sedan";"Asia";"Front";24780.00;3.50;6.00;240.00;4012.00;204.00
"Nissan";"Quest SE";"Sedan";"Asia";"Front";32780.00;3.50;6.00;240.00;4175.00;204.00
"Nissan";"350Z coupe 2dr";"Sports";"Asia";"Rear";26910.00;3.50;6.00;287.00;3188.00;169.00
"Nissan";"350Z Enthusiast convertible 2dr";"Sports";"Asia";"Rear";34390.00;3.50;6.00;287.00;3428.00;169.00
"Nissan";"Frontier King Cab XE V6";"Truck";"Asia";"All";19479.00;3.30;6.00;180.00;3932.00;191.00
"Nissan";"Titan King Cab XE";"Truck";"Asia";"All";26650.00;5.60;8.00;305.00;5287.00;224.00
"Nissan";"Murano SL";"Wagon";"Asia";"Rear";28739.00;3.50;6.00;245.00;3801.00;188.00
"Oldsmobile";"Alero GX 2dr";"Sedan";"USA";"Front";18825.00;2.20;4.00;140.00;2946.00;187.00
"Oldsmobile";"Alero GLS 2dr";"Sedan";"USA";"Front";23675.00;3.40;6.00;170.00;3085.00;187.00
"Oldsmobile";"Silhouette GL";"Sedan";"USA";"Front";28790.00;3.40;6.00;185.00;3948.00;201.00
"Pontiac";"Aztekt";"SUV";"USA";"Front";21595.00;3.40;6.00;185.00;3779.00;182.00
"Pontiac";"Sunfire 1SA 2dr";"Sedan";"USA";"Front";15495.00;2.20;4.00;140.00;2771.00;182.00
"Pontiac";"Grand Am GT 2dr";"Sedan";"USA";"Front";22450.00;3.40;6.00;175.00;3118.00;186.00
"Pontiac";"Grand Prix GT1 4dr";"Sedan";"USA";"Front";22395.00;3.80;6.00;200.00;3477.00;198.00
"Pontiac";"Sunfire 1SC 2dr";"Sedan";"USA";"Front";17735.00;2.20;4.00;140.00;2771.00;182.00
"Pontiac";"Grand Prix GT2 4dr";"Sedan";"USA";"Front";24295.00;3.80;6.00;200.00;3484.00;198.00
"Pontiac";"Bonneville GXP 4dr";"Sedan";"USA";"Front";35995.00;4.60;8.00;275.00;3790.00;203.00
"Pontiac";"Montana";"Sedan";"USA";"Front";23845.00;3.40;6.00;185.00;3803.00;187.00
"Pontiac";"Montana EWB";"Sedan";"USA";"All";31370.00;3.40;6.00;185.00;4431.00;201.00
"Pontiac";"GTO 2dr";"Sports";"USA";"Rear";33500.00;5.70;8.00;340.00;3725.00;190.00
"Pontiac";"Vibe";"Wagon";"USA";"Rear";17045.00;1.80;4.00;130.00;2701.00;172.00
"Porsche";"Cayenne S";"SUV";"Europe";"All";56665.00;4.50;8.00;340.00;4950.00;188.00
"Porsche";"911 Carrera convertible 2dr (coupe)";"Sports";"Europe";"Rear";79165.00;3.60;6.00;315.00;3135.00;175.00
"Porsche";"911 Carrera 4S coupe 2dr (convert)";"Sports";"Europe";"All";84165.00;3.60;6.00;315.00;3240.00;175.00
"Porsche";"911 Targa coupe 2dr";"Sports";"Europe";"Rear";76765.00;3.60;6.00;315.00;3119.00;175.00
"Porsche";"911 GT2 2dr";"Sports";"Europe";"Rear";192465.00;3.60;6.00;477.00;3131.00;175.00
"Porsche";"Boxster convertible 2dr";"Sports";"Europe";"Rear";43365.00;2.70;6.00;228.00;2811.00;170.00
"Porsche";"Boxster S convertible 2dr";"Sports";"Europe";"Rear";52365.00;3.20;6.00;258.00;2911.00;170.00
"Saab";"9-3 Arc Sport 4dr";"Sedan";"Europe";"Front";30860.00;2.00;4.00;210.00;3175.00;183.00
"Saab";"9-3 Aero 4dr";"Sedan";"Europe";"Front";33360.00;2.00;4.00;210.00;3175.00;183.00
"Saab";"9-5 Arc 4dr";"Sedan";"Europe";"Front";35105.00;2.30;4.00;220.00;3470.00;190.00
"Saab";"9-5 Aero 4dr";"Sedan";"Europe";"Front";39465.00;2.30;4.00;250.00;3470.00;190.00
"Saab";"9-3 Arc convertible 2dr";"Sedan";"Europe";"Front";40670.00;2.00;4.00;210.00;3480.00;182.00
"Saab";"9-3 Aero convertible 2dr";"Sedan";"Europe";"Front";43175.00;2.00;4.00;210.00;3700.00;182.00
"Saab";"9-5 Aero";"Wagon";"Europe";"Front";40845.00;2.30;4.00;250.00;3620.00;190.00
"Saturn";"VUE";"SUV";"USA";"All";20585.00;2.20;4.00;143.00;3381.00;181.00
"Saturn";"Ion1 4dr";"Sedan";"USA";"Front";10995.00;2.20;4.00;140.00;2692.00;185.00
"Saturn";"lon2 4dr";"Sedan";"USA";"Front";14300.00;2.20;4.00;140.00;2692.00;185.00
"Saturn";"lon3 4dr";"Sedan";"USA";"Front";15825.00;2.20;4.00;140.00;2692.00;185.00
"Saturn";"lon2 quad coupe 2dr";"Sedan";"USA";"Front";14850.00;2.20;4.00;140.00;2751.00;185.00
"Saturn";"lon3 quad coupe 2dr";"Sedan";"USA";"Front";16350.00;2.20;4.00;140.00;2751.00;185.00
"Saturn";"L300-2 4dr";"Sedan";"USA";"Front";21410.00;3.00;6.00;182.00;3197.00;190.00
"Saturn";"L300 2";"Wagon";"USA";"Front";23560.00;2.20;4.00;140.00;3109.00;190.00
"Scion";"xA 4dr hatch";"Sedan";"Asia";"Front";12965.00;1.50;4.00;108.00;2340.00;154.00
"Scion";"xB";"Wagon";"Asia";"Front";14165.00;1.50;4.00;108.00;2425.00;155.00
"Subaru";"Impreza 2.5 RS 4dr";"Sedan";"Asia";"All";19945.00;2.50;4.00;165.00;2965.00;174.00
"Subaru";"Legacy L 4dr";"Sedan";"Asia";"All";20445.00;2.50;4.00;165.00;3285.00;184.00
"Subaru";"Legacy GT 4dr";"Sedan";"Asia";"All";25645.00;2.50;4.00;165.00;3395.00;184.00
"Subaru";"Outback Limited Sedan 4dr";"Sedan";"Asia";"All";27145.00;2.50;4.00;165.00;3495.00;184.00
"Subaru";"Outback H6 4dr";"Sedan";"Asia";"All";29345.00;3.00;6.00;212.00;3610.00;184.00
"Subaru";"Outback H-6 VDC 4dr";"Sedan";"Asia";"All";31545.00;3.00;6.00;212.00;3630.00;184.00
"Subaru";"Impreza WRX 4dr";"Sports";"Asia";"All";25045.00;2.00;4.00;227.00;3085.00;174.00
"Subaru";"Impreza WRX STi 4dr";"Sports";"Asia";"All";31545.00;2.50;4.00;300.00;3263.00;174.00
"Subaru";"Baja";"Truck";"Asia";"All";24520.00;2.50;4.00;165.00;3485.00;193.00
"Subaru";"Forester X";"Wagon";"Asia";"All";21445.00;2.50;4.00;165.00;3090.00;175.00
"Subaru";"Outback";"Wagon";"Asia";"All";23895.00;2.50;4.00;165.00;3430.00;187.00
"Suzuki";"XL-7 EX";"SUV";"Asia";"Front";23699.00;2.70;6.00;185.00;3682.00;187.00
"Suzuki";"Vitara LX";"SUV";"Asia";"All";17163.00;2.50;6.00;165.00;3020.00;163.00
"Suzuki";"Aeno S 4dr";"Sedan";"Asia";"Front";12884.00;2.30;4.00;155.00;2676.00;171.00
"Suzuki";"Aerio LX 4dr";"Sedan";"Asia";"Front";14500.00;2.30;4.00;155.00;2676.00;171.00
"Suzuki";"Forenza S 4dr";"Sedan";"Asia";"Front";12269.00;2.00;4.00;119.00;2701.00;177.00
"Suzuki";"Forenza EX 4dr";"Sedan";"Asia";"Front";15568.00;2.00;4.00;119.00;2756.00;177.00
"Suzuki";"Verona LX 4dr";"Sedan";"Asia";"Front";17262.00;2.50;6.00;155.00;3380.00;188.00
"Suzuki";"Aerio SX";"Wagon";"Asia";"All";16497.00;2.30;4.00;155.00;2932.00;167.00
"Toyota";"Prius 4dr (gas/electric)";"Hybrid";"Asia";"Front";20510.00;1.50;4.00;110.00;2890.00;175.00
"Toyota";"Sequoia SR5";"SUV";"Asia";"All";35695.00;4.70;8.00;240.00;5270.00;204.00
"Toyota";"4Runner SR5 V6";"SUV";"Asia";"Front";27710.00;4.00;6.00;245.00;4035.00;189.00
"Toyota";"Highlander V6";"SUV";"Asia";"All";27930.00;3.30;6.00;230.00;3935.00;185.00
"Toyota";"Land Cruiser";"SUV";"Asia";"All";54765.00;4.70;8.00;325.00;5390.00;193.00
"Toyota";"RAV4";"SUV";"Asia";"All";20290.00;2.40;4.00;161.00;3119.00;167.00
"Toyota";"Corolla CE 4dr";"Sedan";"Asia";"Front";14085.00;1.80;4.00;130.00;2502.00;178.00
"Toyota";"Corolla S 4dr";"Sedan";"Asia";"Front";15030.00;1.80;4.00;130.00;2524.00;178.00
"Toyota";"Corolla LE 4dr";"Sedan";"Asia";"Front";15295.00;1.80;4.00;130.00;2524.00;178.00
"Toyota";"Echo 2dr manual";"Sedan";"Asia";"Front";10760.00;1.50;4.00;108.00;2035.00;163.00
"Toyota";"Echo 2dr auto";"Sedan";"Asia";"Front";11560.00;1.50;4.00;108.00;2085.00;163.00
"Toyota";"Echo 4dr";"Sedan";"Asia";"Front";11290.00;1.50;4.00;108.00;2055.00;163.00
"Toyota";"Camry LE 4dr";"Sedan";"Asia";"Front";19560.00;2.40;4.00;157.00;3086.00;189.00
"Toyota";"Camry LE V6 4dr";"Sedan";"Asia";"Front";22775.00;3.00;6.00;210.00;3296.00;189.00
"Toyota";"Camry Solara SE 2dr";"Sedan";"Asia";"Front";19635.00;2.40;4.00;157.00;3175.00;193.00
"Toyota";"Camry Solara SE V6 2dr";"Sedan";"Asia";"Front";21965.00;3.30;6.00;225.00;3417.00;193.00
"Toyota";"Avalon XL 4dr";"Sedan";"Asia";"Front";26560.00;3.00;6.00;210.00;3417.00;192.00
"Toyota";"Camry XLE V6 4dr";"Sedan";"Asia";"Front";25920.00;3.00;6.00;210.00;3362.00;189.00
"Toyota";"Camry Solara SLE V6 2dr";"Sedan";"Asia";"Front";26510.00;3.30;6.00;225.00;3439.00;193.00
"Toyota";"Avalon XLS 4dr";"Sedan";"Asia";"Front";30920.00;3.00;6.00;210.00;3439.00;192.00
"Toyota";"Sienna CE";"Sedan";"Asia";"Front";23495.00;3.30;6.00;230.00;4120.00;200.00
"Toyota";"Sienna XLE Limited";"Sedan";"Asia";"Front";28800.00;3.30;6.00;230.00;4165.00;200.00
"Toyota";"Celica GT-S 2dr";"Sports";"Asia";"Front";22570.00;1.80;4.00;180.00;2500.00;171.00
"Toyota";"MR2 Spyder convertible 2dr";"Sports";"Asia";"Rear";25130.00;1.80;4.00;138.00;2195.00;153.00
"Toyota";"Tacoma";"Truck";"Asia";"Rear";12800.00;2.40;4.00;142.00;2750.00;191.00
"Toyota";"Tundra Regular Cab V6";"Truck";"Asia";"Rear";16495.00;3.40;6.00;190.00;3925.00;218.00
"Toyota";"Tundra Access Cab V6 SR5";"Truck";"Asia";"All";25935.00;3.40;6.00;190.00;4435.00;218.00
"Toyota";"Matrix XR";"Wagon";"Asia";"Front";16695.00;1.80;4.00;130.00;2679.00;171.00
"Volkswagen";"Touareg V6";"SUV";"Europe";"All";35515.00;3.20;6.00;220.00;5086.00;187.00
"Volkswagen";"Golf GLS 4dr";"Sedan";"Europe";"Front";18715.00;2.00;4.00;115.00;2897.00;165.00
"Volkswagen";"GTI 1.8T 2dr hatch";"Sedan";"Europe";"Front";19825.00;1.80;4.00;180.00;2934.00;168.00
"Volkswagen";"Jetta GLS TDI 4dr";"Sedan";"Europe";"Front";21055.00;1.90;4.00;100.00;3003.00;172.00
"Volkswagen";"New Beetle GLS 1.8T 2dr";"Sedan";"Europe";"Front";21055.00;1.80;4.00;150.00;2820.00;161.00
"Volkswagen";"Jetta GLI VR6 4dr";"Sedan";"Europe";"Front";23785.00;2.80;6.00;200.00;3179.00;172.00
"Volkswagen";"New Beetle GLS convertible 2dr";"Sedan";"Europe";"Front";23215.00;2.00;4.00;115.00;3082.00;161.00
"Volkswagen";"Passat GLS 4dr";"Sedan";"Europe";"Front";23955.00;1.80;4.00;170.00;3241.00;185.00
"Volkswagen";"Passat GLX V6 4MOTION 4dr";"Sedan";"Europe";"Front";33180.00;2.80;6.00;190.00;3721.00;185.00
"Volkswagen";"Passat W8 4MOTION 4dr";"Sedan";"Europe";"Front";39235.00;4.00;8.00;270.00;3953.00;185.00
"Volkswagen";"Phaeton 4dr";"Sedan";"Europe";"Front";65000.00;4.20;8.00;335.00;5194.00;204.00
"Volkswagen";"Phaeton W12 4dr";"Sedan";"Europe";"Front";75000.00;6.00;12.00;420.00;5399.00;204.00
"Volkswagen";"Jetta GL";"Wagon";"Europe";"Front";19005.00;2.00;4.00;115.00;3034.00;174.00
"Volkswagen";"Passat GLS 1.8T";"Wagon";"Europe";"Front";24955.00;1.80;4.00;170.00;3338.00;184.00
"Volkswagen";"Passat W8";"Wagon";"Europe";"Front";40235.00;4.00;8.00;270.00;4067.00;184.00
"Volvo";"XC90 T6";"SUV";"Europe";"All";41250.00;2.90;6.00;268.00;4638.00;189.00
"Volvo";"S40 4dr";"Sedan";"Europe";"Front";25135.00;1.90;4.00;170.00;2767.00;178.00
"Volvo";"S60 2.5 4dr";"Sedan";"Europe";"All";31745.00;2.50;5.00;208.00;3903.00;180.00
"Volvo";"S60 T5 4dr";"Sedan";"Europe";"Front";34845.00;2.30;5.00;247.00;3766.00;180.00
"Volvo";"S60 R 4dr";"Sedan";"Europe";"All";37560.00;2.50;5.00;300.00;3571.00;181.00
"Volvo";"S80 2.9 4dr";"Sedan";"Europe";"Front";37730.00;2.90;6.00;208.00;3576.00;190.00
"Volvo";"S80 2.5T 4dr";"Sedan";"Europe";"All";37885.00;2.50;5.00;194.00;3691.00;190.00
"Volvo";"C70 LPT convertible 2dr";"Sedan";"Europe";"Front";40565.00;2.40;5.00;197.00;3450.00;186.00
"Volvo";"C70 HPT convertible 2dr";"Sedan";"Europe";"Front";42565.00;2.30;5.00;242.00;3450.00;186.00
"Volvo";"S80 T6 4dr";"Sedan";"Europe";"Front";45210.00;2.90;6.00;268.00;3653.00;190.00
"Volvo";"V40";"Wagon";"Europe";"Front";26135.00;1.90;4.00;170.00;2822.00;180.00
"Volvo";"XC70";"Wagon";"Europe";"All";35145.00;2.50;5.00;208.00;3823.00;186.00

